workerid,utteranceType,animalType,alterantive,animal,categoryID,QUD,setNum,featureSet,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,fig,alt,dog,panda,5,gen,4,ugly; small,0.62,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,dog,panda,5,gen,2,cute; small,0.41,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,dog,panda,5,gen,3,ugly; big,0.49,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,dog,panda,5,gen,1,cute; big,0.42,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,hippo,whale,2,f1,4,small; shabby,0.62,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,hippo,whale,2,f1,3,small; majestic,0.39,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,hippo,whale,2,f1,1,big; majestic,0.58,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,hippo,whale,2,f1,2,big; shabby,0.59,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,turtle,elephant,4,f1,3,small; hard,0.74,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
0,fig,alt,turtle,elephant,4,f1,1,big; hard,0.29,english,1,Male,25,none,Yes,3,Windows,768,1360,Chrome,3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3PCKLPW22U1S2J8TPZCW2ZFNAEGGLH,Psychology study: Animals (metset),We are interested in how people communicate with each other. This experiment should take around 10-15 minutes.,language research stanford fun cognitive science university psychology,$1.10,Thu Feb 04 13:38:54 PST 2016,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 05 13:38:54 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KJ6HDBPUEG7AYAW7DOHZ5,3JNQLM5FT4NLKIPWNURS4ZOJ8WNL21,0,Approved,Fri Feb 05 06:24:06 PST 2016,Thu Feb 04 13:39:08 PST 2016,Thu Feb 04 13:44:06 PST 2016,Fri Feb 05 06:26:53 PST 2016,,,,,[],"""condition 2""",4.850383333333333
