"categoryID","animal","workerid","gender","age","income","order","X1","X2","X3","X4","X5","X6","X7","X8"
29,"cheetah",15.5,1.63333333333333,39.6666666666667,4.93333333333333,8.6,0.648333333333333,0.328333333333333,0.354166666666667,0.258333333333333,0.676666666666667,0.405,0.3675,0.2775
29,"deer",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.26666666666667,0.614166666666667,0.446666666666667,0.413333333333333,0.329166666666667,0.649166666666667,0.463333333333333,0.4075,0.355
29,"eagle",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.26666666666667,0.6175,0.295833333333333,0.345833333333333,0.245,0.645,0.341666666666667,0.3875,0.2725
29,"elephant",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.96666666666667,0.743333333333333,0.465833333333333,0.693333333333333,0.439166666666667,0.25,0.181666666666667,0.211666666666667,0.199166666666667
29,"gazelle",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.86666666666667,0.59,0.410833333333333,0.39,0.321666666666667,0.633333333333333,0.435833333333333,0.3425,0.3325
29,"giraffe",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.36666666666667,0.713333333333333,0.450833333333333,0.653333333333333,0.46,0.228333333333333,0.1675,0.1825,0.176666666666667
29,"hippo",15.5,1.63333333333333,39.6666666666667,4.93333333333333,8.5,0.554166666666667,0.444166666666667,0.690833333333333,0.484166666666667,0.226666666666667,0.205833333333333,0.203333333333333,0.184166666666667
29,"horse",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.13333333333333,0.7525,0.475833333333333,0.485,0.398333333333333,0.541666666666667,0.365833333333333,0.341666666666667,0.255
29,"lion",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.7,0.795833333333333,0.3075,0.444166666666667,0.261666666666667,0.418333333333333,0.24,0.304166666666667,0.204166666666667
29,"peacock",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.16666666666667,0.4475,0.330833333333333,0.350833333333333,0.254166666666667,0.679166666666667,0.456666666666667,0.475833333333333,0.3375
29,"person",15.5,1.63333333333333,39.6666666666667,4.93333333333333,8.1,0.484166666666667,0.451666666666667,0.481666666666667,0.555,0.619166666666667,0.538333333333333,0.47,0.565
29,"rhino",15.5,1.63333333333333,39.6666666666667,4.93333333333333,6.73333333333333,0.6075,0.38,0.663333333333333,0.443333333333333,0.234166666666667,0.1775,0.22,0.185
29,"swan",15.5,1.63333333333333,39.6666666666667,4.93333333333333,6.3,0.518333333333333,0.315,0.345833333333333,0.245,0.695833333333333,0.454166666666667,0.421666666666667,0.335
29,"whale",15.5,1.63333333333333,39.6666666666667,4.93333333333333,7.03333333333333,0.83,0.46,0.5625,0.430833333333333,0.305,0.190833333333333,0.21,0.135
