workerID,gender,age,income,language,order,item,dimension,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,prior0,prior1,prior2,prior3,prior4,prior5,prior6,prior7,prior8,prior9
1,M,25,4,english,1,bird,weight,fig,light,woman,woman,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0173913043478,0.84347826087,0.0,0.0173913043478,0.0173913043478,0.0,0.0347826086957,0.0173913043478,0.0347826086957,0.0173913043478
1,M,25,4,english,2,elephant,weight,lit,heavy,man,man,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.008,0.008,0.02,0.04,0.04,0.06,0.196,0.292,0.324,0.012
1,M,25,4,english,3,penguin,height,lit,short,woman,man,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0162162162162,0.0,0.0432432432432,0.0540540540541,0.52972972973,0.156756756757,0.102702702703,0.0648648648649,0.0162162162162,0.0162162162162
1,M,25,4,english,4,giraffe,height,fig,tall,woman,woman,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0254777070064,0.0254777070064,0.0191082802548,0.0127388535032,0.0191082802548,0.356687898089,0.452229299363,0.0509554140127,0.0127388535032,0.0254777070064
1,M,25,4,english,5,cheetah,speed,lit,fast,man,woman,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0049504950495,0.00990099009901,0.217821782178,0.242574257426,0.193069306931,0.133663366337,0.113861386139,0.0594059405941,0.019801980198,0.0049504950495
1,M,25,4,english,6,turtle,speed,fig,slow,woman,man,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.450980392157,0.43137254902,0.00980392156863,0.0147058823529,0.00490196078431,0.0147058823529,0.0147058823529,0.0196078431373,0.0196078431373,0.0196078431373
2,M,35,4,english,1,bird,weight,fig,light,woman,man,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.129032258065,0.0952380952381,0.0983102918587,0.119815668203,0.1044546851,0.0814132104455,0.0860215053763,0.0906298003072,0.10291858679,0.0921658986175
2,M,35,4,english,2,turtle,speed,lit,slow,woman,woman,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.13298791019,0.0880829015544,0.0811744386874,0.108808290155,0.112262521589,0.0811744386874,0.0777202072539,0.112262521589,0.0915371329879,0.113989637306
2,M,35,4,english,3,penguin,height,lit,short,man,man,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.124802527646,0.0963665086888,0.109004739336,0.112164296998,0.0963665086888,0.0805687203791,0.0758293838863,0.105845181675,0.107424960506,0.0916271721959
2,M,35,4,english,4,giraffe,height,fig,tall,man,woman,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.131907308378,0.0926916221034,0.0944741532977,0.0855614973262,0.096256684492,0.114081996435,0.103386809269,0.0802139037433,0.096256684492,0.105169340463
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.132669983416,0.0995024875622,0.0812603648425,0.0945273631841,0.111111111111,0.109452736318,0.0928689883914,0.0845771144279,0.0878938640133,0.106135986733
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.123577235772,0.0845528455285,0.0926829268293,0.112195121951,0.10081300813,0.0910569105691,0.0894308943089,0.108943089431,0.105691056911,0.0910569105691
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.00864553314121,0.0634005763689,0.0893371757925,0.132564841499,0.233429394813,0.247838616715,0.14121037464,0.0835734870317,0.0,0.0
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.433035714286,0.392857142857,0.120535714286,0.0357142857143,0.0,0.0,0.00892857142857,0.00446428571429,0.00446428571429
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0324324324324,0.102702702703,0.178378378378,0.189189189189,0.189189189189,0.178378378378,0.0918918918919,0.0108108108108,0.0162162162162,0.0108108108108
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00492610837438,0.00492610837438,0.110016420361,0.129720853859,0.146141215107,0.149425287356,0.147783251232,0.151067323481,0.155993431856,0.0
3,F,25,4,english,5,penguin,height,fig,short,man,woman,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.28064516129,0.287096774194,0.3,0.1,0.0322580645161,0.0,0.0,0.0,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.3671875,0.3671875,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.192148760331,0.192148760331,0.171487603306,0.157024793388,0.126033057851,0.099173553719,0.0351239669421,0.0103305785124,0.0123966942149,0.00413223140496
